handle,found
kthrn.flow,True
aaronjskd,True
rolan.sabado,False
rlphdrecos,True
mshop145,True
mommy.dannah,True
cakei.x,True
shopping.sale00,False
keiraparv,False
theloudobjectsph,False
maricar_shop11,False
mommynicsglvz,True
jelss_jelss_30,True
ponsoylasic,True
mikeeelmorgan,True
tiktokshopaffilliate,False
krystelannr,True
arlyna.merioles,False
arch_shop,False
leilanieguerrero,False
lhan0573,False
dufflazaga,False
dianegm798,False
nhins.basket,True
apryuu_20,False
gfdsaxl,True
sionna_all,False
zonseuuu,False
majaericafajardo,False
mr.lock06,False
kiyahshop2,True
ianfitnessph,False
zen23075,True
hammidaa05,True
sefrafinds_ph,True
_anjakart,False
itsmeannbrigz,False
rachelicious.rach,True
leezotiktok_,False
zyy_o28,False
aiana.aesiyah,False
jessicashop07,True
shopsmart_lbp,False
alyaiven,False
drcinchez,True
lynmendua23,False
aezfinds,False
its.me.ritagajanice23,False
jhens.aguilar,False
shiellbeth,False
momcezselfcarecafeph,False
nedb54,False
janique05shop,False
adailydoseofdopamine,True
hannia2723,True
mjmarquez31,True
crismansilla337,True
hezirlee,False
jyannnnqt,False
win11387,False
jobelleandjdee,False
aiboglitz,False
alexajoylatoja,True
toni_jugs,True
life_with_hannahbanana,False
vrixgallano,True
miss.ariza,True
jaticomae1990,False
sky_finds2,False
simplyjam28,False
ruffaaaaaamhaeeeh,False
emmett.julian,False
da_eshop4,True
misyeel_07,True
sopya.dg,True
arlene_shopp,True
alkris101,True
italmnh,False
missbea_7,True
mariafilipina_,False
mommycho_41,False
tin.shop06,False
mamii_yahanii,False
dwayne.jared,False
vitaboy777,False
_ate_mira,False
gracia00050,False
francine.paj21,False
queenyvon,False
cutie.therapy,False
joya2thaworld,False
eliaslintucan,False
user2901393578170,False
gracc.elva,False
applejanegesta,False
finding_sammy,True
rhina.bonjour,True
freedivewithjoy,False
incesssss_t,False
joannafranken,False
jcgorg,False
jennyroseagnis,False
solanoruby,False
lanwangji88,False
lheyrasaysalamanc,False
cshopp..2,False
bellaner005,False
kikz_12,False
mbltaque,False
rhon0551,False
dhen_cee16,False
tiktokapzishoppy.in,False
1lafinds,False
maricarmagsakayde,False
eluh.mov,False
cholynfindsph,True
itsjshopo,True
pranbooks,True
userplfm6wt130,False
laizafabro,True
dj_aldren,False
mamamarzzz,True
checkoutmoto2.0,False
dydump_x,False
budolmosiako,True
beautiful09032,False
beaufindsss121,True
samian_09,True
wokafam,True
caii535,False
carenandres,False
m_dlcexvz,False
ldine07,False
chaeniloves,True
mark_cuevs,True
enjoyshopping10291,False
nissamojado,True
_thebel0vedfinds,True
zps1032,False
princess.geronimo07,True
iamfyramae,True
erikaortua,True
glaizaarong,False
niniann13,True
gnises,False
jomanjiaxl,True
cyanroxas,True
hokkhidy,True
pilarita.abenieta2,True
purpleyam96,True
mrs.baliga,False
mommyshang_0,False
buzzraket,True
hera4415,True
jjj20222625,False
erika.tamayo_,False
mhakeltv_official,True
dzazzzling2025,True
back03throw,False
margery.arpon,False
alv.tiktokshop,False
dtv.ever,False
lhenbeatriz,True
kristineetayag,True
deeeeeepats,False
kathderamos_,False
genamago_,True
esisfinds_,True
liyahdlyp,True
beebutterfly1103,True
rhiiaann,False
clh250,True
baliwagshop,True
mommy.chang.and.sa,False
dharliechinn,False
mamikyla3,False
xiaodmz_27,False
angelrecom,False
caitbie94,False
kyleiiio,False
inog877,False
penelopeeecutie,True
imkaorii3,False
ligayaa._.a,False
mr.thieft1,False
nylecojceline,False
zangie_untalan,False
pleasures.needs,True
findsby444,True
emcreates_ugc,False
angieantor2,True
isidragranada,False
ivyns.ugc,False
all_you_need_shops,False
dioselcres0517,True
kayrenz..00,False
tagubashop,False
narsyentruk,True
alliahbenliro,False
dadim1331,True
dcf_archives,False
aurora.querubin,False
naiehadjicosain,False
ianangel0917,False
maeyang511,False
escultura0304,False
erikacajilog,True
helloitsmg,False
shaikassrn,True
ms.dluck,True
madameeeea,True
jmyancheta,False
gelaycamz,False
smnthblck,True
afaith.p,True
eliheals,False
joli_alferez,True
ms_rjac,False
twinmommy31,True
gan_dara.shopph,True
yzerina_,True
aeignandaleigh,True
ronaocenarjabon,False
joberto_deals,False
mom_ofhezekiah5,True
kadipongol,True
mike21321,False
jonalynespinosa.32,False
sellingpurpose2,False
kenver_christian,False
cutiemayei,False
tcart23,False
nlyjy,False
kinkinssss,False
tetssss.1,False
andreayahhh,False
shopme100,False
nynovsmanuel,True
moonleo8888,False
aic.nicole,True
johayna_dc,True
gengblurete,False
josephebs,False
ms.yuri088,True
gennie.sumayang.r,False
amierahhadjieamer,False
asawa_ko,False
marakamilmara,False
findsbyromi,True
lizdgwapa,False
mommyandtimothy2024,True
bernitz20,False
emcee158,False
giorgionsp,False
deyowww4,False
rachellegrace2005,False
rkmgil,False
daddy_domz,True
aisling088,True
esoryam29,False
steffyy14,True
tarrybell_,True
trendup_shop,True
everydayfindsbylhen,True
marieandlife,False
tristanalpay,False
july7.ph,False
sheyleste,False
aybii0_0,True
la_arniey6,True
favekopurple,False
ellie.son09,True
yayinnn10,True
b.sofhia,True
vianaaaxyc,True
audrey.izabell,True
abandeymarc1623,False
jcaonlineshop,True
gie2388,True
mspulotan,True
ranzhandworks,True
chased.by.mae,True
vivian.austria55,True
yourradtech,True
ureynashop,False
tintin26shop,False
sulithacks.ph,False
chumthedigitalcreator,False
callme_raiii,False
daddys.shop69,True
honie.qttie,False
rxnndsree,True
yellowichin,True
iam_ruslankulikov,False
stgello,False
worthitgoodies,False
_katetrish,False
sweetine11,False
ofhalynquintopaternoshop,False
vvyelie,True
lovetauruss,True
ur_ellr,True
czrna_svlla,False
classy_shop.29,False
eleasha_salvador,False
takethebrightsideoflife,True
just.irisse,False
maeguisando,False
kingofsales.ph,False
rhosey_dizon,True
keziahmikylaa,True
yourishaaaa,True
senyoritaivy,True
thisisbynicolle,True
ma.luisa897,True
l.a_empdrd,False
akosijuice,False
b8tchyboo_03,False
cutienzo,False
denvspaul.0_0,False
angierocha0499,False
kkkaaattthhhyyyyy,True
daddigelo,True
hazel.cortes,True
iamibudolfinds_7777777,False
lhenskie10,False
gotrunks0.2,False
jemalynsoridor,False
kate_jio,False
_ellie.22,True
salvadorsofiaaaa,True
misssyyy03,True
pretty_joyaa,True
wirosangchannel,False
clicklink_0525,False
jelene16,True
jimibragais,False
iamnicolefallerr,False
m_tiktokfinds24,False
coniebermilespino,True
ms.annie19,True
iamyennie_,True
kanearrr,True
ct.honeya,True
leslieagbuya_29,False
caevangelista6,False
toptester8,False
_la_liramanoban,False
didas_finds,False
rommelmarino6,True
anniefinds00,False
gelie.jee,False
jimny439,True
feysantarin,True
mamisharmm,True
tiktokfinds.ph27,True
misskath0914,False
shaixniel_,False
bernadett.saba,False
shopalluwanttt,False
shesthatpisces,True
shangcuenza,True
merlatz.shop,True
gabrielle.gkrs,True
sophia.bianx,True
hello_its_njv,True
rhengems08,False
ms.valeros01,False
thatscheskaaa,False
ellechavezz,True
shopwdaisyy,True
maamcathcath,True
glory_hera,False
denmark_affiliate_editz,True
jayxie14,False
kristinemia05,True
its_me_klydeee,False
jona.torres949,False
rachelabegail,False
rhiech_,True
itzzme_alexa14,True
jwlx047,True
julianneodiong0,False
ms.mochachino,True
phoebe.channel,False
encmersnn,True
danyelamarie09,False
rayeee_alvarez,True
laarnidalmafrancisco,True
mamshlynandbbthea,False
shineshine1223,False
lanie1102,True
rchub8,False
itsottoaffiliate,True
lexmrr,False
majoyagovida,False
yourtiktokroom,False
dhynyl2018,False
mommyjooo_,True
danielderamon28,False
exekiel.germones,False
ainnorleesaga,False
zxzx_ptl,False
mrsyambuyhere,True
mommyjamii,True
daviddave1224,True
lhyn_shopph,True
mestizoko,True
herzel010719,True
ella199313,False
sugar_chwrry8,False
marycrisfrac,True
jesusa.onshop,False
jam.ptrp,True
user5333569636650,False
luzti23,False
rachellequinto7,True
lyka_urgymgirl,False
desireeshop30,True
carola.garcia8,False
zheenhee26,False
markierose0928,False
ggiahoe,True
jolinavillareal,True
daboisph,False
kanggolosino,False
jholobelocapiz,True
jendeasis94,False
ynnejtoccsshop,True
theonly1lattie,False
wfhmomamira,False
marygracelaurente0,False
mikkoandmikey,True
mayangzkie_1,False
xiziiii_2,False
ur_jowii,True
kuyamarlou2,True
little.charmfinds,False
babes_shp,False
atereginedelmundo,False
marziel.l..escale,False
maicanenamelendres,False
rensofinds,True
_enidan02_,False
add071123,True
wowjanai_80,False
milesztwist84,True
alldaydeals2,False
heykittykath,False
superligayaah_,False
_studentaffiliate11,False
danigirl88,False
hzmabolo,False
misssmay,True
shy143_shop,True
rosejeansangutan,True
znrrrr.finds,True
its_celestes,False
katherinescharm,True
christinedelacruz77,False
missron02,False
ugc_bbibbi,False
meloidy08,False
budolshops0,True
landslide24,False
dimpletv3008,True
kaizenico7,True
nekothione.herskin,False
tringthings,False
rose.genelaso,False
joydonguines37,False
loren14_4,False
sanshoppers,False
mhimasol,True
sjubairah23,False
elynuggets,True
iam_senyoritanadine,False
liamo41823,False
miifinds_boutique,False
fritzzzzz_8,False
kmacabangon,False
thefarmatokfinds,False
aa612859,False
rhianaquintovlogs,False
tineeeeeeeqtt,False
jeselpon,False
miyannah460,False
sienna.luv16,False
lyraangela11,False
_cattaleyaaaa,False
emelyn925,False
lenyasuncion24,False
_ms.frnxn,True
piscesreco,False
nadzlyn15,True
mee_chelle20,True
rurushi04,True
daily_jenn,True
jassofindsss,True
nica_recos,False
chaychay1513,False
hymori_7,False
karolski1219,False
shopwithmikyat,False
arvi26_,False
lifewithmommybelle,False
shopwithmeruh,False
binibinicm,False
annebayya08,False
her._.zelle,False
imkathermosa,False
onlywith_z,False
lutzabby,False
2.emman,False
chesckafinds3920,True
tiktokshope195,False
jaysahee,False
krdventures,True
rocelreyescruz0.2,True
hindimonadapatmalamanpa,True
irvin.levie,False
ingkudayvlog,False
3jjz24,True
jenmedz06,False
nikkiexespiritu,True
mratrsgnn,False
ohdyvin,True
demzrosemarie,True
kyliewisco,True
joh.vie,False
legitrosmar,True
luckysam928,True
just.andriyah,False
itshellomommyt,True
lalaine_055,False
agnesrojo2,False
paulacson26,True
3jjzshop.24,False
jessaaaaaaa20,True
mostviewed12142025,False
ishopallday,False
cesslai_,True
trendtribe30,False
cloudshoppesville,False
analieabucejo,False
itsmeellaineee,False
hainsalimaj23,False
celjonakitty,True
babywyn26,True
mariesaffiliate_10,True
leovin94,True
elperros15,False
urshop24hrs,False
jrn_ftm,False
kylie.tiktok.shop,False
joydeluna26,False
vnshxx,True
affordashoppe2,True
jlsbouquet,True
romeocatacutanofficials,True
svet.lany,True
bacs.22,False
shophere0531,True
iamyourblueb3rry,True
paulalandicho,False
kheratoot,False
jzshop28,False
lhons05,False
jylenmnss13,False
rosebual13,False
ehdelle,False
dianarose_carts,False
dulcetorresarceo,False
ge.javier19,False
chelseatooooooot,True
mafeextenzo,False
ajay_finds,False
perciamae,True
kinodibayn,False
maydigitives,True
jhane_abarqz,True
letsfindit04,True
chonz_0909,True
mariellalucanas1,True
itz_hermo,False
saren.aine,True
yvann.yns,True
sirinsreco,False
ohmm2121,False
emmanuelminsolaa,True
beautyfashion091,True
visnanyhelle,True
genalyncuestas,True
ritchiee0613,True
jennyaliliran30,False
haziyatiktokshop,False
iamfvxrynn,False
krystal_shayne,False
queenche26,False
amia.777,False
duskysabs,True
missy.0281,True
shophere120,False
mariachery_014,False
i_got_mee,True
greenhealth79,False
msrubs.g,False
cruz_leila,False
atelynofficial,True
dhelvastoreph,True
hyratungkay,False
miramiraashop,True
eugenedalanon4,False
zeros_find,False
ange_yuu,False
jtg_310,False
cherrymaenapone,False
jstn_n00,False
goddess._.aphrodite,False
frmthis_tothis,False
quinciano123,False
momshie_khaye,False
rabbivia523,False
rmenrico,False
treciavelasco9,False
itsjosiahandakash,False
jacquelinejoydones,False
_keivebz,False
m2luck,False
randomv15,False
airam.pva,True
itsme_eleana,False
kayeirish0,True
intentional_mom26,False
itsangelde_,True
chefaji27,False
macoimarsula29,True
reignsantos9x,True
iamkariin,False
itsalmerang,False
merrycrismalalis,False
vnsgalias,True
yleezahdaza,True
jhaneavilla,True
mikela_shop,False
loukevz.3,True
reccos_byash,False
jahjahnhen,False
ms.rhons,False
chaewifur,False
jhoveyyy,True
klyra.co,True
edhna38,True
aizajanelacambra,True
_imnot_shean,True
tibegabie,False
aisha_mhm,False
budgetfriendlydeals,False
ms_modelooooo23,True
marphilworkz,False
jp_fabela,True
myangkadusale,False
lawrencedc97,True
ryucbrt,True
maeian04,True
adhel2018,True
guymareshia,True
fabfindsrecosbycathy,False
kuyabooo5,True
_nicolae,False
_ssob_josh,True
yzatim03,False
sulitfinds_20,False
the0nejhmwl,True
crmla_olmd,False
charlenedatiles,False
sncrlychrstn,True
edz.respuesto,False
tom_fitss,True
joy.of.you,False
tofeetofee6,False
aldooous0,False
sababuiza,False
jomaryerdumpp999,False
missjolina23,False
mvrrecos,False
ipadtrendph,False
sddfasy,False
yoursissytrish,False
macie0820,True
d_recos,False
rolixjen,False
lyia.ia,False
genetewwi,True
drizzelglaze,True
sofiessupersecretshop,True
rhynrnc,True
zhaa8874,True
katevitugph,True
cobijae,False
cassiedesiderio,True
natasha_verallo,True
johngregoryph,False
michaeldavidgavin,False
budolnicaloy,True
jackie.mentelloza.lopez,True
merrie.maey.gab_,False
rachyy.lle,True
jane.luke6,False
msanje0,True
jdrokkhimey,False
dalangindaily,False
mirox_std,False
noweh.noe,False
dearheartfilia,False
ddoodee.z,False
shngzz,True
jimboyalwaysfades,True
mamiricaa_,True
arminabantuas,True
joefferst,False
thecandidapetite,False
tiktoksale91,False
itsmechity,False
jancutin,False
angela.buenviaje,False
sevigit,True
laishop42,False
sherwinpetogogunday,True
clarencia_,True
jeneilaaa05,True
syrup0918,True
bntongs7,True
recosbymeow,False
ssmokerr7,True
mimagandara,True
yumpiyum,False
rembrand.24,True
ylang143,False
alexis.suico.tapu,True
ugcchia,False
gelbertsumpo,False
nbcurtachia,False
sigisako,False
izmebay,False
vavavom.com,False
juper.montilla,True
miss_c987,True
liamber.vids.2021,False
love.jijii,True
jay.cee641,True
oliveegd,False
jerrymaya.99,True
merimaganda,True
anne.btg,False
chochiemy,False
luv_eyca,True
uniqcase,True
engr.yuro,False
ugc.camille_,True
negroslife,False
t.n.c9_,True
ejmaeaffiliate,False
suyennli,True
anghelomeneses,False
_kixxxx,False
viarane,True
deleonking33,False
vnjmiangel,True
ms.anjelee.ph,True
jayveepayuan,True
tsukiiii.27,False
ellepadz,True
emmie_tecling,True
lovegwey_,True
bizzlegail01,False
leishkiofficial,False
that40somethinglady,False
jenojennie,False
im_rody_lin_18,True
rmlcst,True
markusaffiliatee,True
warbns,True
mykheldelacruz06,True
hotshot12347,True
asmth_00,False
hannahrox_,True
joncastro2697,True
richardcabileofficial,False
jaquilynarnaiz,False
gerry.osorio.sams,True
iam_ayella,True
itsmexerio,True
abegirlfits,True
obispojuvyann95,True
dadabaodan888,True
div_1296,True
madellines_04,True
ellexyshop,False
milliefindssss,False
aaliyahporras,True
dailyfitsreco,False
crimson.click,True
remardoo,True
ayezaa929,True
thingabcd,True
haul_bypia24,False
findsbyghelyn,False
reydayudayuv,True
trendundies02,False
tiktokshop_070894,False
victor.gonzales397,False
enchanted.roseee,True
prncsubana,True
evianji05,True
evanicapriolo,True
centivlog,True
itz_heather1,False
camilledeleonquite,False
qualitytiktokshop2,False
ikongrecos,True
floreslj520,False
itsbellleeeee,False
itsmegemskiefinds,True
chading3,True
nalushopaffiliate,True
ttata_127gmail.com,True
mitchy_12,True
rencycortz,True
onestop_shop12,False
noisypotatoofficial,False
itsmarian_p,False
bartssss10,False
laureece_shop,False
solene1317,False
jenxzyra1,False
maejessty,False
coneyseva,False
kaijuandfurfriends,False
yannaq,False
acefindsinspo,False
tine05870,False
annagersalia,False
rolyn.grace.acas,False
tangerines.13,False
wongskii21,False
marjfab_,True
wwchka10,True
cartnirugel,True
domengsu_,True
noveeeeeeambal29,True
johnalfred__,False
mommywency,False
airajo0304,True
eudilenemactal6,False
cabaseealthea,False
vanfoundthis,False
dawi682,False
vlenjm_16,False
..fullclip,True
_heyitsjulianne,False
mami_ni_ml,False
ghadletscookandsell,False
akashidaily,True
marklynjosefinds15,True
mackytvofficial,False
edmelaquino,False
youraffiliator01,False
nuurnabiyyah,True
alyssameiii_,True
lollipop_liu,False
cha_bamba,False
tisaysonza,False
ttgrdo,True
lifewithstell_,False
kuys_mac23,False
yeryer0711,False
yrdaniel27,False
ariissuh,False
jsmnrvr_5,False
praisypicks_,False
luxxyvangie,True
asherthreads,True
kudos_finds,True
bokupai,True
mommytrishhreco,True
_colenngg,True
delliebabe22,True
summeruu2,True
ronnelagua4,False
his_evergreen,False
_asllie,False
shoepers,False
monparena,True
remomartizano15,True
mom.g01,False
raikob.25,False
just.nottt,False
reymarblanca224,False
shopwithyzel,False
emely.balmes,False
3ciaaamae,True
ella.s0298,True
emna.finds,True
annaliza.ramos26,False
queens_finds,True
lvcoffi,True
glitterwander,True
leonilareels,True
momsfind0308,False
newtism,False
triciaolgado1,True
shena.villeno,False
wintermelon.cc,True
danaalexa28,True
watawiwaw_,True
glvnclspendthriftz,False
abbysantos_,False
snshineaquino,False
js.ysha,False
ger4ld_v,False
mommylhey_27,True
mommynolasco,True
mamiiipeyttt,True
mrsmalto,True
jmarksegui,True
recosph4622,False
mrsbanayo,False
_andreagayle,True
iapnes00,False
dreamhighsummer,False
ceannlayt,False
yelserafica,False
nielbertbox,True
blessedgivenshop,False
docshaggie,True
mike.dbtv,True
trust.reco_0,True
abadryan,True
chanchanofficialaccount,False
denisevillegasarr,True
trishhhdy,True
bev_1998,False
_moonxxxnie,True
ayyanah_14,False
luckygirl.shop27,False
ghiasuediaries,True
blackpepper1202,False
mumsfainds,False
mommy_deejay,False
mskangna,False
charleneteoxon,True
jenpenaflor_,False
dailycozy_finds,False
madstech_15,False
sheynyumul,False
nikkimaii,True
talia.tiktok.shop,True
bfinds4,True
polenggzz0,True
d.workssss,False
cpxce,False
germedinegreso,True
mgdagohoy27,False
savzo.e,False
mamatarsi,True
kimernestina,True
cloudi0_71,False
buretcheeeee_01,False
lanashiny,True
thickchic_16,True
jenzyl_,False
zhamstv,False
manilynboltronii,False
rinapillardaalcaraz,False
kyle_ruz,True
yescasy,True
its.haru8,False
jingkymoves,False
cigzag_,True
mattchoose,True
mcrysblyth9,False
mommy_jhen21,False
raketerang_ina06,True
renly89,True
judyanndanao9,True
jfcstrvlpt,True
pare_nyo_tv,True
thejrobles,True
asdgavqpu5l,False
hazellefeliciano23,False
detromero,False
jessielyn.garcia31,True
babychinchinshop,True
notajboy,False
chewieshoppe,False
icedetoizkie,False
nj.absms,True
anghelita01,True
majentaencantes,True
dailyrecos.sel,False
gajeel_fam,False
engr.quen,False
rynfits20,False
dashii.011,False
jeneferfausto,False
deevinareyes,False
indayjoannaaa,False
izzzzaaaj,False
nanaynijudd,False
itsmecradle,False
levkicks2.0,False
denmarkfits,False
favholiticsfits,False
bunso.0425,False
jespapi_tiktok,False
racelisbella,False
bosschoccomotcho,False
bahayngtagumpay,False
judith.fernando21,False
lalaugh,False
blueberryyyy777,False
blbl_125,False
lomardita,False
angeshop_official,False
mra0276,False
jaidaamycahh,True
pabudolnamu,True
mommynicassie05,True
flairphilippines,True
jade.shop1718,True
abbiemaescollection,True
mommyclarissa_,True
catrhentiktokshop,False
tinatunaa93,False
ambers.collection,True
hreidgeeeee,False
angkol.renze2,True
yvettefabrea,True
bossmark1917,True
trendy_cart3,True
shielamaelorenzo16,True
_eymardarca,False
anna_mercene,True
highlyfavored31105,True
finds.byjsah,False
tinedionisio17,False
reynaldopatron1,False
genshop94,False
kheys_cart,False
mrmark203,False
jsshoping,False
justincaresph,False
shopngpogi,False
randomreco99,False
suklayprincess,False
firstlineoninsta,False
worthpicks,False
arvicbaterbonia,False
ac_finds20,False
jillsophiaaa_,True
pagpapala0617,False
hyda.lim,True
mr.maru2026,False
king_koy98,True
anarosedelarosa,False
itsurgirlyoutfits,False
urstore05,False
bebeng528,True
gerievlz,False
r2.finds,False
mommybella20,True
xammyasdisen,False
baby_gurrrl,True
dennshop_03,False
byahenipar,True
lynn.mejia24,True
atechatt,False
mae.onlinefinds,False
xyzbeanz0,False
denmotofinds,False
z.e.n.i.t.s.u.2.3,False
blakeguellesar,True
angelrhyne_26,False
lovemyra016,True
joideez,True
veronicasabueropacturan,True
zamzan_finds,False
affordablebudols,False
jj.shope03,True
fretziejoymagallanes,True
ladyjaneumbac3,True
_anggandagandako,False
unrestricted.area,False
paulyancy28,False
dailydealshaven,False
jubii_2,False
2welve_fits,True
gianyumii,False
princesskatevasma,False
daisypsmb,False
princeben_mg,False
javenoble.m,False
sher_orquita,False
stripes_and_trends,False
titseremz_131929,False
aymrochelle,True
cstfnds07,True
davidhunks,True
ligayatoledo,True
r_jyce,False
itswakinsworld,False
mgonzales_97,False
dearjea_on_ig,False
mfpena_26,False
telucias,True
kheabaylosis,False
cessy_shopp,False
marlynntorrs,False
atekath_13,True
dingloy18,True
orbaseph,False
alawiii24,False
sedillorain,False
mommyche2,False
hey.xenia,False
jonahlance2010,False
sizzumms,False
fujikoy,False
iamzaraolivia,False
john.shop22,False
shenspired,False
eshopx5,False
aldycortezrubiale,False
agclothingshop.ph,True
shopnscroll,False
its_yourjoys,True
dongsolano,False
aryanabb,False
angelaandojoyan07,True
affordabesty,True
ms.tineabelita25,True
atequins,True
basurahannishiren,True
rexmanalang_dump,False
maxx23333,False
maybeitsnine,False
brylelorense07,False
actuallyuseful_,False
meldh3n,True
zapee.tiktok,True
legitshopaffiliate,False
kairugokai,True
jvnofficialshop,True
sierva_shop,False
chichaysabubot,True
junceldarylbautista,True
cabclone,False
xoxobadgaljade25,False
mommybethbosi,True
rejeilyn.finds,True
maribelcomizo,False
jingjing_shoppp20,False
gi_recos,True
xslome1996,True
fatzyow,True
booksmusthaves,True
saveneleora,True
artraagas,True
krislululilila,False
dhagsss23,True
richcalongi,False
donnarely,False
solarpowerstationreco,False
mommy_laica,True
kumo_rui,True
nikkigrifal24,True
tiktoksale67,True
_ur.b,False
renziefinds,False
daniellee.angelaa,False
jhoana_pascual,False
chinnique18,True
macky.moto.onlineshop,True
ruffaolshop07,False
charles.focasan,True
kuya.bensoy,False
jessicarebana,True
mj101tshopssss,True
hype.haven.ph,False
nayve_03,False
claudyyyy_02,True
ananbaby2518,False
hanan00133,True
marahsrecos,False
motoshopping12,False
bellafashion.style,False
marianicxx,True
_recosbyme,False
kisha.rngg,False
jaikidswear1,False
jeymsess,False
ivefinds,False
shaquinoviva,False
jilldgaf_,True
_rhona_31,False
verlialcantara_9,True
budol_finds014,False
afsgtcwg12e,True
mommyjamielvlog,False
yeyebonel.18,False
yourgirl.izeee,False
jenn.tii,True
rzinovero5,False
bam48234,True
maffishanefaraon,True
mame.mhe,True
.just.fits,False
allysagonzales.ag,True
markydc_,False
kuez..rey..shop,True
jnbsbrn,False
prince_silagan,False
smugggyswag0,False
pvjb5831xux,False
thebargainaddict,False
mariel_gabayan,False
ninjaleigh,False
henrikuaru,False
ig_geraldboter,False
itsmi__a,False
koypoymotovlog,False
pamelacanlas,False
jellaguevarra29,True
shelalahfinds,False
strawbelly00,False
shadism43,False
nikki_finds,True
kapelatte2,True
mykee.aningalan,False
danovice,False
patotie573,False
findswithdani,False
fvatiktokshop,True
mikshop0915,True
makiemerene,False
vicente_tiktok,False
bacarrafamily,True
j.arvieeeeeee_,True
cheesecakeberry64,True
mamamaegio,False
fulltimeaffiliatemom,False
ms.red0827,False
raenam28,False
ka.aw.aw,False
mhorgan29,False
recosbybii,False
choco_chocolitos,False
bethfindssss,True
simpleromarico,False
ywra_2,True
outfittrendsph,False
itsme.vanshanly,True
nhelsapparel,True
ann_ortiz_2307,True
ig_itsme_norlyn,False
miaabad_,True
maechavez23,False
kylierio,True
seraphinacharlott5,True
runkneeseas,False
deasis.jf,True
joeytum11exciter150,False
j.ahron,True
coke_m1,False
allisia__,False
clicknaputi,True
rolandoitem2,False
justinnopia,True
mark_torrano,True
d.snwy,True
shellyboorecos,True
mgbagbeauty,True
mark_justine63,True
yourgenzmama,False
bakascollective,False
ez2findoutfit,True
elilizaaa_e,True
rosywhiite,True
ttapyap,True
pinoytatay,False
naesor04,True
jamshop471,True
clifafk,True
karendevilla,True
chileb.dom,True
cheamor32,True
jellybolima,False
bhellemacanas04,False
dklpz1989,False
akosineobalagbag,False
lyntimanel,False
miss_vv,True
kagomee,False
marieljeruzalem,False
ellaaababe,False
itsqueenshine,False
angelljom2,False
majoyfulmom,False
burdagul,False
tossanbalz,False
santosnem,False
felyorz,False
itskaaai,False
genalyncaps,False
erzzy29,False
michsormene,False
cap..finds,False
estranghero746,False
bea_shoppingonline,False
_aprilfeels,False
shaeypmeowk,False
ej.modifikasii,True
jnmyans,False
mary.pison,True
pongcana,True
jhandrew0,True
shaynieoayan,True
itsyoboyjeay,False
mowmythreshy,False
qing.qing487,False
zenqr3,False
huangdi666,True
zoila24garcia,False
ndamelie09,True
kiero.05,True
kaifindshere,False
xanfits3,True
francescruzz,False
itswanderzee,False
katarina_finds,True
shopmartph.1,False
asiamorraineofficial,False
johnleyord,True
momitiktokfinds,False
dhos08,True
ppontiqsd,True
sevbenshop,True
mimaaday,True
faithrsales,True
bry.x21,True
avaadore12,False
glowithanne,False
keziahshoppp,False
v_workz,False
aff8991,False
itsyourgirl_j.j,True
nazes011,True
marianitoliveros,True
sha_den02,False
reco.potchii,True
zerryyae,True
proverbs31.2526,True
sl_v_dr,False
kalikutistaofficial,False
cghotty,False
dane_alexander,False
noven191,False
macvangogh,False
seaoficee,False
eloise.recos3,False
itsjendeleon_ig,False
whos_giana,False
itaaan76,False
peanuts0888,True
form3_fv,False
kiaramaxine_shop27,False
elle.bite,False
findsall2724,False
randomfinds69,False
.jaiveevee,True
dzailou,False
kate_shop8,False
berrymatcha___,True
its_shielaqt,False
nicka.delos.santo,False
haynie_recos,False
krizaandbebe,False
newtrend_25,False
get_and2buy,False
shairamtmtc,True
thebelleandmom,False
curtainshop99,True
asttrkila,False
ttjaydee,False
gielv1,False
ms.ehrlgee,False
shopwithcmj,False
tiny_treasuree,False
prinsipealdabe,True
yuzuuu_3,False
mikayyportem,False
elaycruzzz,False
ms.dais_,False
_yssr2,False
shaiivillanueva,True
michahhh_,False
kar_sheeeh,False
nicole_shop888,False
mmenggay15,False
haqyztqsrao,False
pureuss7,False
racqsz,True
jadahmst,True
super.jrj.gamefar,False
troyskiee059,True
dessyshop1,False
kmndnhyn_,False
angiemartinezalcantara,False
jinkikay28,False
harengkengkeng,False
bbianxxa1,False
phael14,False
jaymarkcomighud,False
shoe_fitsss,False
furnitruee,True
jackmorales1818,False
bernadettes.sison,False
dario1997_,False
vancalapano,False
affiliate1794,False
chieezzeey,False
eribondoc,False
marqueeeeeeeeeee,True
anthonyandstella,True
cr3sssss,False
asmali.samporna,True
www.tiktok.combabylove7,False
okaaayyychaii,False
everydayonsale,False
7th_gearofficial,False
thisislans_,False
misstangkad_17,False
reyzon.ando,True
zhie_amie12,True
jiya_tktokfinds,True
mommyerica888,True
ann_ann2224,True
teacher1heart,True
daisyrecoshop,False
caesahhhh,False
findsbychiena,False
stellamnqz19,False
xiwanglalala,False
ycel_fadriquela,True
vivcartfinds,True
defnotniks_,True
myringot,True
cathjstr,True
joyiehomeandlifediary,False
itsnhel3,False
rhinanashop,True
og_joxc,False
nayve09,True
yuwipatalita,True
shheyy.g,True
ecfindsph,True
hawerddyou,True
xapaoanan,True
vladiaxdisuanco,True
reyanlexi,True
karenaquinoyt,False
acezy99,False
masrepair,True
gdabij,False
