conversation_id,text_sent,collab_sent
7663053869975634196,True,True
7663053889659060498,True,True
7663053890493989138,True,True
7663053881749274900,True,True
7663053915701281044,True,True
7663053911369351442,True,True
7663053916401828104,True,True
7663053931778212114,True,True
7663053936224256274,True,True
7663053946156302600,True,True
7663053961913499924,True,True
7663053953798095122,True,True
7663053967480439060,True,True
7663053974735929618,True,True
7663053985041236231,True,True
7663053987017933057,True,True
7663053995066458385,True,True
7663054004548714773,True,True
7663054003056525586,True,True
7663054004373291285,True,True
7663054019598188820,True,True
7663054016013123848,True,True
7663054021880332564,True,True
7663054035691618568,True,True
7663054039101948181,True,True
7663054034832556296,True,True
7663054038168420615,True,True
7663054069367619861,True,True
7663054054210355464,True,True
7663054078067114260,True,True
7663054080718602516,True,True
7663054093515243796,True,True
7663054106478919956,True,True
7663054107154170130,True,True
7663054120571666709,True,True
7663054124397248776,True,True
7663054116479156500,True,True
7663054133037023508,True,True
7663054136921571604,True,True
7663054141363142920,True,True
7663054154314793224,True,True
7663054164590674196,True,True
7663054164389429511,True,True
7663054166764830997,True,True
7663054169353273620,True,True
7663054180877943060,True,True
7663054191292055828,True,True
7663054194702778645,True,True
7663054197500395794,True,True
7663054215573405973,True,True
7663054224472965396,True,True
7663054217737584917,True,True
7663054224192143636,True,True
7663054232069406983,True,True
7663054229066088712,True,True
7663054246312886549,True,True
7663054256987521300,True,True
7663054265971228949,True,True
7663054249568715015,True,True
7663054261644132628,True,True
7663054279884112148,True,True
7663054282501947655,True,True
7663054281977970964,True,True
7663054298968588552,True,True
7663054297374179602,True,True
7663054312482980116,True,True
7663054303460540679,True,True
7663054321487085842,True,True
7663054341280563476,True,True
7663054330954793236,True,True
7663054348317917448,True,True
7663054358225158420,True,True
7663054352949494034,True,True
7663054367087902994,True,True
7663054367478268181,True,True
7663054380384813333,True,True
7663054375879852308,True,True
7663054383983329557,True,True
7663054404077371668,True,True
7663054385887756551,True,True
7663054413649232149,True,True
7663054412311134482,True,True
7663054420872282388,True,True
7663054421857812744,True,True
7663054443725750549,True,True
7663054448386556180,True,True
7663054454534684946,True,True
7663054465959985429,True,True
7663054444582142216,True,True
7663054465062813973,True,True
7663054461527097618,True,True
7663054492392456456,True,True
7663054491952726279,True,True
7663054484608909589,True,True
7663054512693051649,True,True
7663054514526175508,True,True
7663054519911219464,True,True
7663054527578833172,True,True
7663054528518897927,True,True
7663054542330216722,True,True
7663054546784452882,True,True
7663054531530178824,True,True
7663054537272688916,True,True
7663054563511550226,True,True
7663054569996026120,True,True
7663054575863283988,True,True
7663054566884278536,True,True
7663054591956762901,True,True
7663054589964386568,True,True
7663054608143237377,True,True
7663054609925898514,True,True
7663054609951490324,True,True
7663054620504211733,True,True
7663054626119876885,True,True
7663054607074328840,True,True
7663054647892394260,True,True
7663054642880692501,True,True
7663054646609297671,True,True
7663054655559713032,True,True
7663054658693021959,True,True
7663054679609573653,True,True
7663054681320538389,True,True
7663054668395184391,True,True
7663054684916564232,True,True
7663054703890891028,True,True
7663054710148235538,True,True
7663054706227003655,True,True
7663054731853971729,True,True
7663054732432949524,True,True
7663054739474841864,True,True
7663054740000080149,True,True
7663054748455534869,True,True
7663054760988115201,True,True
7663054760967242004,True,True
7663054755430547730,True,True
7663054771285426439,True,True
7663054779690041621,True,True
7663054783331287316,True,True
7663054796425199880,True,True
7663054793568846100,True,True
7663054810560086280,True,True
7663054802528846087,True,True
7663054818286846228,True,True
7663054831141699861,True,True
7663054839790371092,True,True
7663054826294001927,True,True
7663054844605071637,True,True
7663054856588280082,True,True
7663054844924477714,True,True
7663054836443709703,True,True
7663054862125793556,True,True
7663054863996403988,True,True
7663054888469168392,True,True
7663054887462600968,True,True
7663054896639820040,True,True
7663054895675785490,True,True
7663054913466958100,True,True
7663054911518474517,True,True
7663054905910132999,True,True
7663054934413558034,True,True
7663054942084743431,True,True
7663054939682210056,True,True
7663054933700886791,True,True
7663054953112060168,True,True
7663054963669680400,True,True
7663054951821050130,True,True
7663054986363830548,True,True
7663054977686438162,True,True
7663054996896153864,True,True
7663055008958972181,True,True
7663055000264868117,True,True
7663055018249044244,True,True
7663055025060938005,True,True
7663055012089004295,True,True
7663055027757498632,True,True
7663055034402357522,True,True
7663055037715398920,True,True
7663055035135869192,True,True
7663055048168128789,True,True
7663055052769280276,True,True
7663055049292169492,True,True
7663055072520110344,True,True
7663055062810706183,True,True
7663055064169513224,True,True
7663055096591073556,True,True
7663055099875131655,True,True
7663055107605053716,True,True
7663055116932972807,True,True
7663055113187803400,True,True
7663055104560185607,True,True
7663055121668227346,True,True
7663055137204797714,True,True
7663055135053414676,True,True
7663055152827793682,True,True
7663055149732561170,True,True
7663055167063818517,True,True
7663055182770749713,True,True
7663055181434061073,True,True
7663055183522054420,True,True
7663055196284764424,True,True
7663055183077769490,True,True
7663055210021093650,True,True
7663055212760187157,True,True
7663055202229453077,True,True
7663055233748091154,True,True
7663055231495733511,True,True
7663055246629355793,True,True
7663055241676144917,True,True
7663055248621682951,True,True
7663055256763351314,True,True
7663055277352026389,True,True
7663055277025722640,True,True
7663055262820385042,True,True
7663055295203066128,True,True
7663055279232254216,True,True
7663055306498457877,True,True
7663055296206422290,True,True
7663055313671323922,True,True
7663055320360927508,True,True
7663055313353326855,True,True
7663055340065784071,True,True
7663055326670110996,True,True
7663055360621773057,True,True
7663055345448157448,True,True
7663055355866120469,True,True
7663055363227468050,True,True
7663055364677714184,True,True
7663055376485974293,True,True
7663055379912048916,True,True
7663055397234016532,True,True
7663055391773737237,True,True
7663055401551020309,True,True
7663055414368485652,True,True
7663055421552738581,True,True
7663055427307569429,True,True
7663055417535136018,True,True
7663055443485376784,True,True
7663055448454725908,True,True
7663055447366517000,True,True
7663055441564713236,True,True
7663055458747875591,True,True
7663055481497469192,True,True
7663055487444779282,True,True
7663055494185533712,True,True
7663055480734712084,True,True
7663055488369033490,True,True
7663055512309072149,True,True
7663055512611111176,True,True
7663055489773977863,True,True
7663055518295343380,True,True
7663055530156048660,True,True
7663055533225836818,True,True
7663055540176339221,True,True
7663055526306496788,True,True
7663055560665153808,True,True
7663055559633502472,True,True
7663055562213998868,True,True
7663055583763136769,True,True
7663055584984219920,True,True
7663055564097061140,True,True
7663055601387503880,True,True
7663055602625544469,True,True
7663055592093909256,True,True
7663055614516150536,True,True
7663055610293059847,True,True
7663055629258653972,True,True
7663055634133156116,True,True
7663055626098131207,True,True
7663055654340280584,True,True
7663055658120184085,True,True
7663055649589412104,True,True
7663055664789684488,True,True
7663055661039632661,True,True
7663055677204709639,True,True
7663055675980103957,True,True
7663055690462298389,True,True
7663055704018403591,True,True
7663055719192936722,True,True
7663055728651108625,True,True
7663055720095334674,True,True
7663055730438439189,True,True
7663055739468661000,True,True
7663055739582218517,True,True
7663055758539604232,True,True
7663055765145960722,True,True
7663055768513937671,True,True
7663055769131204885,True,True
7663055781394825490,True,True
7663055777620836626,True,True
7663055787363647762,True,True
7663055813556158740,True,True
7663055812026417424,True,True
7663055813083414804,True,True
7663055828526104852,True,True
7663055820754288914,True,True
7663055838777032967,True,True
7663055834033635592,True,True
7663055852567396615,True,True
7663055853100482834,True,True
7663055842619408661,True,True
7663055862907846933,True,True
7663055884276646162,True,True
7663055895953178896,True,True
7663055899233173781,True,True
7663055886424801556,True,True
7663055901037314325,True,True
7663055905337295125,True,True
7663055919500493076,True,True
7663055915180654868,True,True
7663055925024964884,True,True
7663055935728419090,True,True
7663055950101741842,True,True
7663055947656937736,True,True
7663055962743259400,True,True
7663055961410617621,True,True
7663055964967059733,True,True
7663055977881288961,True,True
7663055976660615444,True,True
7663055985368203540,True,True
7663055982503706888,True,True
7663056008943812885,True,True
7663056008105525524,True,True
7663056014749368593,True,True
7663056022453960980,True,True
7663056030348247317,True,True
7663056021641019666,True,True
7663056036290838804,True,True
7663056040845984021,True,True
7663056047964012808,True,True
7663056053198782728,True,True
7663056042180362516,True,True
7663056045401948434,True,True
7663056074681630996,True,True
7663056071008174356,True,True
7663056082458231060,True,True
7663056097489600788,True,True
7663056095917621524,True,True
7663056087906763016,True,True
7663056107389157652,True,True
7663056114917818645,True,True
7663056123604222229,True,True
7663056135716421895,True,True
7663056120442028296,True,True
7663056135717748999,True,True
7663056165500879124,True,True
7663056152071536904,True,True
7663056173352845585,True,True
7663056171146707208,True,True
7663056183784587537,True,True
7663056195087171860,True,True
7663056194048065813,True,True
7663056202280861960,True,True
7663056204759154951,True,True
7663056221754442004,True,True
7663056235649843476,True,True
7663056232336752913,True,True
7663056243582615828,True,True
7663056248456577300,True,True
7663056255644762388,True,True
7663056271411085575,True,True
7663056268026954005,True,True
7663056277455962388,True,True
7663056285345218824,True,True
7663056294140543240,True,True
7663056311600447764,True,True
7663056311734567176,True,True
7663056312448614663,True,True
7663056329279815952,True,True
7663056332086100231,True,True
7663056342534684945,True,True
7663056355234087176,True,True
7663056335475769607,True,True
7663056355917414676,True,True
7663056370547179797,True,True
7663056368207626517,True,True
7663056387123380501,True,True
7663056381315318023,True,True
7663056390286426388,True,True
7663056404035059988,True,True
7663056400336470280,True,True
7663056403184517396,True,True
7663056417042415880,True,True
7663056417667350804,True,True
7663056445256548628,True,True
7663056444204269831,True,True
7663056446494916872,True,True
7663056455410630930,True,True
7663056461253902610,True,True
7663056474458177808,True,True
7663056466232656136,True,True
7663056495714173185,True,True
7663056493990330645,True,True
7663056502202892565,True,True
7663056496868458759,True,True
7663056507826946322,True,True
7663056512861257992,True,True
7663056522364518672,True,True
7663056530400559378,True,True
7663056537326223636,True,True
7663056549912707335,True,True
7663056554979246356,True,True
7663056568157651220,True,True
7663056558830207252,True,True
7663056571220066567,True,True
7663056559132606740,True,True
7663056587112857877,True,True
7663056591843623188,True,True
7663056587502797076,True,True
7663056603093270804,True,True
7663056604506308872,True,True
7663056612802789639,True,True
7663056625993875730,True,True
7663056623678669064,True,True
7663056637880762642,True,True
7663056643182412040,True,True
7663056664672928021,True,True
7663056657564303637,True,True
7663056667739308295,True,True
7663056666955923733,True,True
7663056667248738578,True,True
7663056685971865876,True,True
7663056669346595079,True,True
7663056692221624596,True,True
7663056703475368212,True,True
7663056724617806101,True,True
7663056738048835841,True,True
7663056738501443860,True,True
7663056751272509714,True,True
7663056746911170837,True,True
7663056741354422546,True,True
7663056775511376144,True,True
7663056776757854465,True,True
7663056781597540626,True,True
7663056755669631250,True,True
7663056796600664328,True,True
7663056794156433681,True,True
7663056801710506241,True,True
7663056804805280020,True,True
7663056802180088085,True,True
7663056799403344136,True,True
7663056810472079623,True,True
7663056827458846994,True,True
7663056822354690324,True,True
7663056831552438536,True,True
7663056858218791188,True,True
7663056860745351425,True,True
7663056874908123412,True,True
7663056864213319957,True,True
7663056875113808136,True,True
7663056892092301576,True,True
7663056882429575445,True,True
7663056894467326215,True,True
7663056917119500565,True,True
7663056897679393031,True,True
7663056917946728711,True,True
7663056937348825364,True,True
7663056939995545863,True,True
7663056944076505364,True,True
7663056954973143303,True,True
7663056959230279957,True,True
7663056953573589256,True,True
7663056969049293076,True,True
7663056971381621012,True,True
7663056984572510471,True,True
7663056978311643399,True,True
7663056970694082834,True,True
7663057003199348999,True,True
7663056980622295314,True,True
7663057018202964240,True,True
7663057008657334546,True,True
7663057029640044820,True,True
7663057008636346631,True,True
7663057037173408020,True,True
7663057037061079314,True,True
7663057029658362130,True,True
7663057036331106578,True,True
7663057055771754772,True,True
7663057079061463314,True,True
7663057072120955157,True,True
7663057066907468040,True,True
7663057087861801236,True,True
7663057087375802645,True,True
7663057111252730130,True,True
7663057085052453138,True,True
7663057116487647508,True,True
7663057114580140295,True,True
7663057127137100052,True,True
7663057139635765511,True,True
7663057130161914133,True,True
7663057134960181524,True,True
7663057160393900304,True,True
7663057163111350548,True,True
7663057160927281429,True,True
7663057176411504903,True,True
7663057175838130453,True,True
7663057188608573716,True,True
7663057193658794260,True,True
7663057196808995092,True,True
7663057212726558993,True,True
7663057218711716097,True,True
7663057206137274645,True,True
7663057223820509448,True,True
7663057225968271623,True,True
7663057216380223751,True,True
7663057258494083345,True,True
7663057245371089170,True,True
